m,model,method,n_test,features,roc_auc,average_precision,accuracy,f1,precision,recall,brier
2,random_forest,isotonic,478,8,0.7551715210355987,0.4958149169867354,0.8117154811715481,0.3382352941176471,0.696969696969697,0.22330097087378642,0.14347070007326937
