m,model,method,n_test,features,roc_auc,average_precision,accuracy,f1,precision,recall,brier
3,random_forest,isotonic,478,8,0.7471067961165049,0.4701715948326547,0.799163179916318,0.29411764705882354,0.6060606060606061,0.1941747572815534,0.1454782126988849
