m,model,method,n_test,features,roc_auc,average_precision,accuracy,f1,precision,recall,brier
1,random_forest,isotonic,478,8,0.7525436893203884,0.4862601470022408,0.797071129707113,0.3120567375886525,0.5789473684210527,0.21359223300970873,0.14540960959878094
