model,M,roc_auc,accuracy,f1,precision,recall,brier,avg_precision,thr
random_forest,3,0.7505113268608414,0.797071129707113,0.3120567375886525,0.5789473684210527,0.2135922330097087,0.147160367988885,,
random_forest,3,0.7505113268608414,0.797071129707113,0.3120567375886525,0.5789473684210527,0.2135922330097087,0.147160367988885,0.4392390773889655,0.5
